,Unnamed: 0,date,open,high,low,close,volume
2341,2957,2023-05-18 10:30:00+00:00,175.3,175.71,175.24,175.68,27042
2342,2958,2023-05-18 11:00:00+00:00,175.56,176.13,175.22,175.85,180837
2343,2959,2023-05-18 11:30:00+00:00,175.85,175.89,175.51,175.85,66220
2344,2960,2023-05-18 12:00:00+00:00,175.53,176.14,173.5,175.56,488422
2345,2961,2023-05-18 12:30:00+00:00,175.56,175.69,174,174.23,452311
2346,2962,2023-05-18 13:00:00+00:00,174.2,174.81,174.14,174.29,367053
2347,2963,2023-05-18 13:30:00+00:00,174.29,174.94,172.63,173.36,16001769
2348,2964,2023-05-18 14:00:00+00:00,173.36,175.6,172.45,175.03,11396551
2349,2965,2023-05-18 14:30:00+00:00,175.04,175.42,173.43,174.36,8482473
2350,2966,2023-05-18 15:00:00+00:00,174.37,175.52,174.22,174.91,6824168
2351,2967,2023-05-18 15:30:00+00:00,174.91,175.75,174.31,175.06,6688746
2352,2968,2023-05-18 16:00:00+00:00,175.05,175.2,174.14,174.41,5262465
2353,2969,2023-05-18 16:30:00+00:00,174.38,174.93,173.89,174.66,5112342
2354,2970,2023-05-18 17:00:00+00:00,174.66,175.52,174.54,175.13,4541326
2355,2971,2023-05-18 17:30:00+00:00,175.14,175.48,174.59,174.71,3569566
2356,2972,2023-05-18 18:00:00+00:00,174.7,175.03,174.09,174.87,4135480
2357,2973,2023-05-18 18:30:00+00:00,174.88,175.35,174.81,175.25,3852071
2358,2974,2023-05-18 19:00:00+00:00,175.25,176.29,175.11,176.08,5507274
2359,2975,2023-05-18 19:30:00+00:00,176.09,177.06,175.95,176.9,7389155
2360,2976,2023-05-18 20:00:00+00:00,176.91,177.15,176.6,176.65,2455380
2361,2977,2023-05-18 20:30:00+00:00,176.69,176.69,176.45,176.6,146455
2362,2978,2023-05-18 21:00:00+00:00,176.66,176.77,176.61,176.69,60316
2363,2979,2023-05-18 21:30:00+00:00,176.69,176.7,176.58,176.6,30992
2364,2980,2023-05-18 22:00:00+00:00,176.59,177.76,176.52,177.6,214843
2365,2981,2023-05-18 22:30:00+00:00,177.6,179,177.6,178.75,532903
2366,2982,2023-05-18 23:00:00+00:00,178.75,178.99,178.75,178.8,197978
2367,2983,2023-05-18 23:30:00+00:00,178.8,178.81,178.1,178.35,215645
2368,2984,2023-05-19 08:00:00+00:00,178.21,178.21,177.75,178.1,30397
2369,2985,2023-05-19 08:30:00+00:00,178.18,178.35,178.12,178.21,10243
