,Unnamed: 0,date,open,high,low,close,volume
1484,1965,2023-05-26 13:58:00+00:00,189.16,189.22,188.86,188.95,423897
1485,1966,2023-05-26 13:59:00+00:00,188.94,189.22,188.73,189.16,469132
1486,1967,2023-05-26 14:00:00+00:00,189.18,189.83,189,189.82,811076
1487,1968,2023-05-26 14:01:00+00:00,189.82,189.95,189.61,189.93,664961
1488,1969,2023-05-26 14:02:00+00:00,189.93,189.96,189.64,189.75,480295
1489,1970,2023-05-26 14:03:00+00:00,189.78,189.79,189.53,189.53,356207
1490,1971,2023-05-26 14:04:00+00:00,189.53,189.71,189.46,189.53,352877
1491,1972,2023-05-26 14:05:00+00:00,189.52,189.68,189.15,189.16,349191
1492,1973,2023-05-26 14:06:00+00:00,189.14,189.61,189.05,189.4,498392
1493,1974,2023-05-26 14:07:00+00:00,189.41,189.93,189.37,189.51,559276
1494,1975,2023-05-26 14:08:00+00:00,189.51,189.61,188.9,189.04,523955
1495,1976,2023-05-26 14:09:00+00:00,189.02,189.79,188.98,189.74,455321
1496,1977,2023-05-26 14:10:00+00:00,189.79,190,189.57,189.99,568744
1497,1978,2023-05-26 14:11:00+00:00,189.97,189.99,189.54,189.82,407958
1498,1979,2023-05-26 14:12:00+00:00,189.8,189.96,189.75,189.9,308055
1499,1980,2023-05-26 14:13:00+00:00,189.9,190.34,189.87,190.28,743109
1500,1981,2023-05-26 14:14:00+00:00,190.29,190.61,190.11,190.56,657924
1501,1982,2023-05-26 14:15:00+00:00,190.56,190.69,190.45,190.67,482070
1502,1983,2023-05-26 14:16:00+00:00,190.67,190.73,190.31,190.46,446377
1503,1984,2023-05-26 14:17:00+00:00,190.47,190.53,190.1,190.24,417007
1504,1985,2023-05-26 14:18:00+00:00,190.23,190.52,190.02,190.43,469839
1505,1986,2023-05-26 14:19:00+00:00,190.42,190.44,190.1,190.4,277008
1506,1987,2023-05-26 14:20:00+00:00,190.4,190.51,190.11,190.47,364363
1507,1988,2023-05-26 14:21:00+00:00,190.47,190.49,189.71,189.75,527540
1508,1989,2023-05-26 14:22:00+00:00,189.74,189.95,189.7,189.74,376402
1509,1990,2023-05-26 14:23:00+00:00,189.75,190.02,189.56,190.02,405125
1510,1991,2023-05-26 14:24:00+00:00,190.02,190.26,189.9,189.96,374621
1511,1992,2023-05-26 14:25:00+00:00,189.98,190.35,189.95,190.27,265673
1512,1993,2023-05-26 14:26:00+00:00,190.27,190.43,190.16,190.23,357152
1513,1994,2023-05-26 14:27:00+00:00,190.23,190.38,190.1,190.12,218842
1514,1995,2023-05-26 14:28:00+00:00,190.12,190.43,190.1,190.39,232447
1515,1996,2023-05-26 14:29:00+00:00,190.39,190.43,190.12,190.28,282827
1516,1997,2023-05-26 14:30:00+00:00,190.28,190.49,190.14,190.34,276034
1517,1998,2023-05-26 14:31:00+00:00,190.34,190.4,189.71,189.81,383342
1518,1999,2023-05-26 14:32:00+00:00,189.79,190.02,189.79,189.94,262004
1519,2000,2023-05-26 14:33:00+00:00,189.95,190.08,189.82,190.05,264549
1520,2001,2023-05-26 14:34:00+00:00,190.06,190.3,189.92,190.25,324735
1521,2002,2023-05-26 14:35:00+00:00,190.25,190.46,190.2,190.43,317459
1522,2003,2023-05-26 14:36:00+00:00,190.43,191,190.27,191,884022
1523,2004,2023-05-26 14:37:00+00:00,191.03,191.2,190.99,191.02,511233
1524,2005,2023-05-26 14:38:00+00:00,191.02,191.18,190.73,191.12,374031
1525,2006,2023-05-26 14:39:00+00:00,191.1,191.14,190.88,191.05,314823
1526,2007,2023-05-26 14:40:00+00:00,191.07,191.2,190.9,190.93,319508
1527,2008,2023-05-26 14:41:00+00:00,190.93,191.22,190.85,191.14,315415
1528,2009,2023-05-26 14:42:00+00:00,191.13,191.38,191.05,191.12,465616
1529,2010,2023-05-26 14:43:00+00:00,191.12,191.21,190.82,190.93,431584
1530,2011,2023-05-26 14:44:00+00:00,190.94,191.06,190.75,190.86,375957
1531,2012,2023-05-26 14:45:00+00:00,190.84,190.92,190.76,190.89,170095
1532,2013,2023-05-26 14:46:00+00:00,190.9,191.09,190.8,191,287330
1533,2014,2023-05-26 14:47:00+00:00,191.01,191.1,190.86,190.96,255163
1534,2015,2023-05-26 14:48:00+00:00,190.96,191.11,190.91,191.07,283599
1535,2016,2023-05-26 14:49:00+00:00,191.04,191.06,190.86,190.95,216812
1536,2017,2023-05-26 14:50:00+00:00,190.95,191,190.81,190.88,219004
1537,2018,2023-05-26 14:51:00+00:00,190.89,190.99,190.4,190.43,408157
1538,2019,2023-05-26 14:52:00+00:00,190.43,190.97,190.4,190.92,266073
1539,2020,2023-05-26 14:53:00+00:00,190.93,191.07,190.88,190.96,252655
1540,2021,2023-05-26 14:54:00+00:00,190.97,191.1,190.83,190.97,229925
1541,2022,2023-05-26 14:55:00+00:00,190.97,191.11,190.71,190.92,268897
1542,2023,2023-05-26 14:56:00+00:00,190.94,191.24,190.89,191.18,340889
1543,2024,2023-05-26 14:57:00+00:00,191.17,191.33,191.1,191.33,286684
1544,2025,2023-05-26 14:58:00+00:00,191.34,191.47,191.24,191.4,336349
1545,2026,2023-05-26 14:59:00+00:00,191.4,191.53,191.31,191.31,404116
1546,2027,2023-05-26 15:00:00+00:00,191.31,191.35,191.13,191.2,334388
1547,2028,2023-05-26 15:01:00+00:00,191.19,191.35,191.12,191.26,217935
1548,2029,2023-05-26 15:02:00+00:00,191.25,191.38,191.03,191.11,202656
1549,2030,2023-05-26 15:03:00+00:00,191.11,191.12,190.92,191.07,314649
1550,2031,2023-05-26 15:04:00+00:00,191.08,191.2,190.81,191.02,289829
1551,2032,2023-05-26 15:05:00+00:00,191.01,191.1,190.77,190.78,191022
1552,2033,2023-05-26 15:06:00+00:00,190.78,190.8,190.5,190.58,339543
1553,2034,2023-05-26 15:07:00+00:00,190.59,190.76,190.58,190.71,263738
1554,2035,2023-05-26 15:08:00+00:00,190.71,190.85,190.61,190.81,235332
1555,2036,2023-05-26 15:09:00+00:00,190.81,190.88,190.63,190.87,214913
1556,2037,2023-05-26 15:10:00+00:00,190.84,190.98,190.53,190.67,288274
1557,2038,2023-05-26 15:11:00+00:00,190.66,190.83,190.64,190.8,124782
1558,2039,2023-05-26 15:12:00+00:00,190.8,190.94,190.66,190.69,208855
1559,2040,2023-05-26 15:13:00+00:00,190.68,190.69,190.12,190.27,442747
1560,2041,2023-05-26 15:14:00+00:00,190.28,190.71,190.27,190.71,237196
1561,2042,2023-05-26 15:15:00+00:00,190.72,190.95,190.67,190.93,267526
1562,2043,2023-05-26 15:16:00+00:00,190.93,191.01,190.71,190.78,305078
1563,2044,2023-05-26 15:17:00+00:00,190.77,190.91,190.75,190.79,119591
1564,2045,2023-05-26 15:18:00+00:00,190.8,190.87,190.68,190.74,163015
1565,2046,2023-05-26 15:19:00+00:00,190.74,190.76,190.35,190.75,296040
1566,2047,2023-05-26 15:20:00+00:00,190.75,191.13,190.68,190.93,460937
1567,2048,2023-05-26 15:21:00+00:00,190.95,190.96,190.8,190.95,156779
1568,2049,2023-05-26 15:22:00+00:00,190.94,191.06,190.86,190.98,228514
1569,2050,2023-05-26 15:23:00+00:00,190.98,191.06,190.75,190.89,174521
1570,2051,2023-05-26 15:24:00+00:00,190.9,191.15,190.83,191.02,219489
1571,2052,2023-05-26 15:25:00+00:00,191.04,191.21,190.9,191.17,242226
1572,2053,2023-05-26 15:26:00+00:00,191.16,191.4,191.16,191.34,307067
1573,2054,2023-05-26 15:27:00+00:00,191.33,191.38,191.27,191.38,204159
1574,2055,2023-05-26 15:28:00+00:00,191.39,191.39,191.2,191.31,182832
1575,2056,2023-05-26 15:29:00+00:00,191.29,191.33,191.04,191.23,226020
1576,2057,2023-05-26 15:30:00+00:00,191.24,191.69,191.24,191.65,402285
1577,2058,2023-05-26 15:31:00+00:00,191.65,191.7,191.38,191.43,272588
1578,2059,2023-05-26 15:32:00+00:00,191.42,191.73,191.4,191.58,357103
1579,2060,2023-05-26 15:33:00+00:00,191.59,191.92,191.57,191.88,346649
1580,2061,2023-05-26 15:34:00+00:00,191.87,191.95,191.74,191.82,340028
1581,2062,2023-05-26 15:35:00+00:00,191.8,191.91,191.6,191.81,244974
1582,2063,2023-05-26 15:36:00+00:00,191.8,191.97,191.76,191.94,242447
1583,2064,2023-05-26 15:37:00+00:00,191.94,191.96,191.83,191.89,199410
1584,2065,2023-05-26 15:38:00+00:00,191.91,191.97,191.73,191.82,210931
1585,2066,2023-05-26 15:39:00+00:00,191.83,191.99,191.75,191.98,234709
1586,2067,2023-05-26 15:40:00+00:00,191.99,191.99,191.85,191.95,170339
1587,2068,2023-05-26 15:41:00+00:00,191.95,192.26,191.92,192.23,460711
1588,2069,2023-05-26 15:42:00+00:00,192.24,192.43,192.21,192.41,296076
1589,2070,2023-05-26 15:43:00+00:00,192.42,192.6,192.36,192.59,409520
1590,2071,2023-05-26 15:44:00+00:00,192.6,192.74,192.56,192.71,292142
1591,2072,2023-05-26 15:45:00+00:00,192.71,192.74,192.32,192.47,387813
1592,2073,2023-05-26 15:46:00+00:00,192.46,192.7,192.41,192.69,278322
1593,2074,2023-05-26 15:47:00+00:00,192.7,193.23,192.59,193.19,643771
1594,2075,2023-05-26 15:48:00+00:00,193.18,193.77,193.13,193.66,704077
1595,2076,2023-05-26 15:49:00+00:00,193.67,193.69,193.43,193.61,344459
1596,2077,2023-05-26 15:50:00+00:00,193.64,193.98,193.61,193.8,470796
1597,2078,2023-05-26 15:51:00+00:00,193.79,194.38,193.72,194.27,656214
1598,2079,2023-05-26 15:52:00+00:00,194.25,194.53,194.25,194.43,728754
1599,2080,2023-05-26 15:53:00+00:00,194.42,194.43,193.76,194.04,564504
1600,2081,2023-05-26 15:54:00+00:00,194.04,194.33,193.94,194.21,384576
1601,2082,2023-05-26 15:55:00+00:00,194.21,194.72,194.04,194.72,509876
1602,2083,2023-05-26 15:56:00+00:00,194.72,194.85,194.41,194.59,528351
1603,2084,2023-05-26 15:57:00+00:00,194.6,194.77,194.41,194.58,322241
1604,2085,2023-05-26 15:58:00+00:00,194.58,194.72,194.51,194.58,276345
1605,2086,2023-05-26 15:59:00+00:00,194.59,194.65,194.5,194.51,231621
1606,2087,2023-05-26 16:00:00+00:00,194.52,194.52,194.1,194.27,493138
1607,2088,2023-05-26 16:01:00+00:00,194.28,194.42,194.15,194.24,326573
1608,2089,2023-05-26 16:02:00+00:00,194.24,194.5,194.21,194.46,245478
1609,2090,2023-05-26 16:03:00+00:00,194.48,194.67,194.41,194.66,247227
1610,2091,2023-05-26 16:04:00+00:00,194.65,194.68,194.41,194.42,258952
1611,2092,2023-05-26 16:05:00+00:00,194.44,194.49,194.28,194.32,249803
1612,2093,2023-05-26 16:06:00+00:00,194.32,194.37,194.22,194.28,223760
1613,2094,2023-05-26 16:07:00+00:00,194.29,194.33,194.15,194.27,244007
1614,2095,2023-05-26 16:08:00+00:00,194.28,194.29,193.83,193.85,362093
1615,2096,2023-05-26 16:09:00+00:00,193.86,193.94,193.61,193.85,364565
1616,2097,2023-05-26 16:10:00+00:00,193.85,194.2,193.81,194.08,417385
1617,2098,2023-05-26 16:11:00+00:00,194.06,194.3,194.06,194.16,287691
1618,2099,2023-05-26 16:12:00+00:00,194.16,194.28,194.12,194.15,170140
1619,2100,2023-05-26 16:13:00+00:00,194.15,194.23,193.93,194.11,248765
1620,2101,2023-05-26 16:14:00+00:00,194.14,194.23,194.1,194.22,159686
1621,2102,2023-05-26 16:15:00+00:00,194.22,194.35,194.07,194.31,251074
1622,2103,2023-05-26 16:16:00+00:00,194.31,194.33,194.07,194.07,185586
1623,2104,2023-05-26 16:17:00+00:00,194.09,194.11,193.88,194.09,214129
1624,2105,2023-05-26 16:18:00+00:00,194.1,194.18,194,194.02,175132
1625,2106,2023-05-26 16:19:00+00:00,194,194.2,193.91,194.1,196030
1626,2107,2023-05-26 16:20:00+00:00,194.08,194.19,193.9,194.08,199740
1627,2108,2023-05-26 16:21:00+00:00,194.09,194.43,193.93,194.3,320196
1628,2109,2023-05-26 16:22:00+00:00,194.31,194.42,193.98,194.04,326924
1629,2110,2023-05-26 16:23:00+00:00,194.05,194.14,193.72,193.77,265038
1630,2111,2023-05-26 16:24:00+00:00,193.78,194.01,193.77,193.93,206044
1631,2112,2023-05-26 16:25:00+00:00,193.95,194.03,193.81,193.96,157424
1632,2113,2023-05-26 16:26:00+00:00,193.97,194.01,193.86,193.9,133767
1633,2114,2023-05-26 16:27:00+00:00,193.9,194.02,193.85,193.93,215248
1634,2115,2023-05-26 16:28:00+00:00,193.94,194.07,193.88,194,174008
1635,2116,2023-05-26 16:29:00+00:00,193.98,194.15,193.92,194.14,217499
1636,2117,2023-05-26 16:30:00+00:00,194.14,194.17,193.97,194.11,194119
1637,2118,2023-05-26 16:31:00+00:00,194.1,194.27,194.09,194.21,229664
1638,2119,2023-05-26 16:32:00+00:00,194.21,194.71,194.16,194.71,519910
1639,2120,2023-05-26 16:33:00+00:00,194.69,194.7,194.26,194.51,370780
1640,2121,2023-05-26 16:34:00+00:00,194.5,194.85,194.5,194.76,470806
1641,2122,2023-05-26 16:35:00+00:00,194.78,194.93,194.52,194.66,412533
1642,2123,2023-05-26 16:36:00+00:00,194.66,194.66,194.48,194.52,178869
1643,2124,2023-05-26 16:37:00+00:00,194.53,194.68,194.48,194.66,205416
1644,2125,2023-05-26 16:38:00+00:00,194.66,194.78,194.62,194.74,190491
1645,2126,2023-05-26 16:39:00+00:00,194.74,194.74,194.46,194.5,200603
1646,2127,2023-05-26 16:40:00+00:00,194.48,194.71,194.47,194.67,219003
1647,2128,2023-05-26 16:41:00+00:00,194.66,194.73,194.52,194.62,129859
1648,2129,2023-05-26 16:42:00+00:00,194.61,195,194.6,194.98,360638
1649,2130,2023-05-26 16:43:00+00:00,194.98,195,194.72,194.76,264950
1650,2131,2023-05-26 16:44:00+00:00,194.76,194.89,194.74,194.87,127284
1651,2132,2023-05-26 16:45:00+00:00,194.88,195,194.85,195,304544
1652,2133,2023-05-26 16:46:00+00:00,195.05,195.44,195.05,195.23,473899
1653,2134,2023-05-26 16:47:00+00:00,195.22,195.27,195.07,195.13,192830
1654,2135,2023-05-26 16:48:00+00:00,195.14,195.14,194.96,195.1,218889
1655,2136,2023-05-26 16:49:00+00:00,195.1,195.27,195.09,195.27,240945
1656,2137,2023-05-26 16:50:00+00:00,195.27,195.49,195.27,195.48,292003
1657,2138,2023-05-26 16:51:00+00:00,195.49,195.49,195.37,195.44,214041
1658,2139,2023-05-26 16:52:00+00:00,195.42,195.49,195.36,195.48,220919
1659,2140,2023-05-26 16:53:00+00:00,195.49,195.75,195.45,195.62,483530
1660,2141,2023-05-26 16:54:00+00:00,195.62,195.7,195.36,195.54,307783
1661,2142,2023-05-26 16:55:00+00:00,195.55,195.9,195.54,195.89,363852
1662,2143,2023-05-26 16:56:00+00:00,195.89,196.24,195.84,196.23,675406
1663,2144,2023-05-26 16:57:00+00:00,196.21,196.58,196.2,196.55,611767
1664,2145,2023-05-26 16:58:00+00:00,196.57,196.73,196.4,196.42,505234
1665,2146,2023-05-26 16:59:00+00:00,196.42,196.6,196.31,196.55,368815
1666,2147,2023-05-26 17:00:00+00:00,196.56,197,196.48,197,522196
1667,2148,2023-05-26 17:01:00+00:00,197.09,197.44,197.09,197.3,603307
1668,2149,2023-05-26 17:02:00+00:00,197.32,197.48,197.15,197.38,400169
1669,2150,2023-05-26 17:03:00+00:00,197.39,197.5,197.35,197.43,387614
1670,2151,2023-05-26 17:04:00+00:00,197.44,197.58,197.16,197.41,526574
1671,2152,2023-05-26 17:05:00+00:00,197.41,197.65,197.33,197.5,364675
1672,2153,2023-05-26 17:06:00+00:00,197.51,198.15,197.51,198.07,760458
1673,2154,2023-05-26 17:07:00+00:00,198.08,198.21,197.67,197.8,594449
1674,2155,2023-05-26 17:08:00+00:00,197.8,197.93,197.67,197.74,319209
1675,2156,2023-05-26 17:09:00+00:00,197.72,198.09,197.72,197.94,404356
1676,2157,2023-05-26 17:10:00+00:00,197.94,198.14,197.9,198.05,344166
1677,2158,2023-05-26 17:11:00+00:00,198.07,198.6,197.92,197.95,680312
1678,2159,2023-05-26 17:12:00+00:00,197.94,198.04,197.87,197.96,352542
1679,2160,2023-05-26 17:13:00+00:00,197.96,198.32,197.87,198.23,336544
1680,2161,2023-05-26 17:14:00+00:00,198.23,198.25,198.03,198.22,270660
1681,2162,2023-05-26 17:15:00+00:00,198.21,198.5,198.21,198.36,411932
1682,2163,2023-05-26 17:16:00+00:00,198.36,198.45,197.79,197.97,440266
1683,2164,2023-05-26 17:17:00+00:00,197.97,198.06,197.32,197.4,462998
1684,2165,2023-05-26 17:18:00+00:00,197.4,197.42,196.73,196.74,617122
1685,2166,2023-05-26 17:19:00+00:00,196.76,197.47,196.62,197.42,672022
1686,2167,2023-05-26 17:20:00+00:00,197.46,197.48,197.03,197.29,430149
1687,2168,2023-05-26 17:21:00+00:00,197.29,197.35,197.01,197.03,289797
1688,2169,2023-05-26 17:22:00+00:00,197.03,197.06,196.65,196.85,383323
1689,2170,2023-05-26 17:23:00+00:00,196.85,197.23,196.8,197.13,314833
1690,2171,2023-05-26 17:24:00+00:00,197.13,197.16,196.88,196.93,304328
1691,2172,2023-05-26 17:25:00+00:00,196.92,196.93,196.63,196.72,227781
1692,2173,2023-05-26 17:26:00+00:00,196.72,196.72,196.34,196.48,417647
1693,2174,2023-05-26 17:27:00+00:00,196.5,196.94,196.43,196.87,341445
1694,2175,2023-05-26 17:28:00+00:00,196.87,197.19,196.78,196.96,448312
1695,2176,2023-05-26 17:29:00+00:00,196.97,197.14,196.8,197.12,280990
1696,2177,2023-05-26 17:30:00+00:00,197.14,197.18,196.91,197.02,241617
